protein,seq_len,has_annotation,all_sites_safe,any_site_at_risk,max_site_pos,is_long,keep,reason
P9WJN3,303,,,,,False,True,kept
Q9UKP6,389,,,,,False,True,kept
Q43191,862,,,,,False,True,kept
O13428,1897,False,,,,True,False,dropped: no UniProt annotation
P02866,290,,,,,False,True,kept
P40347,161,,,,,False,True,kept
P40989,1895,False,,,,True,False,dropped: no UniProt annotation
P32750,141,,,,,False,True,kept
P11586,935,,,,,False,True,kept
O14983,1001,,,,,False,True,kept
Q9HC97,309,,,,,False,True,kept
P27695,318,,,,,False,True,kept
P54707,1039,True,True,False,736.0,True,True,kept
A8PUY1,304,,,,,False,True,kept
P25085,178,,,,,False,True,kept
Q9GJU1,443,,,,,False,True,kept
P04233,296,,,,,False,True,kept
P15374,230,,,,,False,True,kept
O43897,1013,,,,,False,True,kept
Q9H7Z6,458,,,,,False,True,kept
P0A752,213,,,,,False,True,kept
P00830,511,,,,,False,True,kept
P23739,1841,True,False,True,1512.0,True,False,dropped: binding site beyond 1022 aa
Q920E5,353,,,,,False,True,kept
Q4L144,425,,,,,False,True,kept
Q15466,257,,,,,False,True,kept
A0A3F3IEK2,642,,,,,False,True,kept
Q9UIV1,285,,,,,False,True,kept
Q6AY53,369,,,,,False,True,kept
Q97R46,459,,,,,False,True,kept
P15348,1447,True,True,False,785.0,True,True,kept
O68720,468,,,,,False,True,kept
Q4WLT4,1904,False,,,,True,False,dropped: no UniProt annotation
Q9GZQ6,430,,,,,False,True,kept
P08962,238,,,,,False,True,kept
P11217,842,,,,,False,True,kept
P05369,353,,,,,False,True,kept
Q9UK17,655,,,,,False,True,kept
B5DFE2,746,,,,,False,True,kept
F1KRD8,544,,,,,False,True,kept
P48974,425,,,,,False,True,kept
Q8K409,335,,,,,False,True,kept
P51639,887,,,,,False,True,kept
O55239,264,,,,,False,True,kept
P02708,457,,,,,False,True,kept
Q96D31,301,,,,,False,True,kept
O13383,690,,,,,False,True,kept
P0CT06,547,,,,,False,True,kept
Q9Y5X5,522,,,,,False,True,kept
O15297,605,,,,,False,True,kept
Q920R3,447,,,,,False,True,kept
P12711,374,,,,,False,True,kept
Q962Y6,598,,,,,False,True,kept
P07814,1512,True,False,True,1497.0,True,False,dropped: binding site beyond 1022 aa
Q8TDX6,532,,,,,False,True,kept
Q13564,534,,,,,False,True,kept
P20291,161,,,,,False,True,kept
Q704V1,250,,,,,False,True,kept
P28474,374,,,,,False,True,kept
P06987,355,,,,,False,True,kept
P62139,330,,,,,False,True,kept
P40231,332,,,,,False,True,kept
Q13336,389,,,,,False,True,kept
P53396,1101,True,True,False,779.0,True,True,kept
Q9EPK8,871,,,,,False,True,kept
Q8WVB3,486,,,,,False,True,kept
P27471,223,,,,,False,True,kept
P04326,86,,,,,False,True,kept
P21675,1893,False,,,,True,False,dropped: no UniProt annotation
P11308,479,,,,,False,True,kept
P02144,154,,,,,False,True,kept
P35563,483,,,,,False,True,kept
P15101,610,,,,,False,True,kept
Q9NBA7,488,,,,,False,True,kept
P23919,212,,,,,False,True,kept
Q64654,503,,,,,False,True,kept
P05363,384,,,,,False,True,kept
P48032,211,,,,,False,True,kept
Q6RI86,1125,True,False,True,1048.0,True,False,dropped: binding site beyond 1022 aa
Q8TDX5,336,,,,,False,True,kept
P19634,815,,,,,False,True,kept
O75912,1065,False,,,,True,False,dropped: no UniProt annotation
Q92952,543,,,,,False,True,kept
P13264,674,,,,,False,True,kept
Q28263,861,,,,,False,True,kept
Q9BYF1,805,,,,,False,True,kept
Q9UKX2,1941,True,True,False,179.0,True,True,kept
Q86TI2,863,,,,,False,True,kept
O00206,839,,,,,False,True,kept
P04177,498,,,,,False,True,kept
P28472,473,,,,,False,True,kept
Q14191,1432,True,True,False,939.0,True,True,kept
P80457,1332,True,False,True,1261.0,True,False,dropped: binding site beyond 1022 aa
O35186,329,,,,,False,True,kept
Q8HZR1,603,,,,,False,True,kept
Q92887,1545,True,False,True,1334.0,True,False,dropped: binding site beyond 1022 aa
Q03732,230,,,,,False,True,kept
Q9XAY4,266,,,,,False,True,kept
O15197,1021,,,,,False,True,kept
Q9I8A2,496,,,,,False,True,kept
P20815,502,,,,,False,True,kept
A0A0H2UQD0,449,,,,,False,True,kept
Q95254,366,,,,,False,True,kept
Q9NRF8,586,,,,,False,True,kept
P16499,860,,,,,False,True,kept
P06858,475,,,,,False,True,kept
Q9UBE0,346,,,,,False,True,kept
P49366,369,,,,,False,True,kept
Q9DBT5,824,,,,,False,True,kept
Q8NFD2,765,,,,,False,True,kept
P22303,614,,,,,False,True,kept
Q8ILP4,519,,,,,False,True,kept
Q14973,349,,,,,False,True,kept
Q9ZHC3,457,,,,,False,True,kept
P67774,309,,,,,False,True,kept
P19801,751,,,,,False,True,kept
P49842,254,,,,,False,True,kept
Q9QWJ9,922,,,,,False,True,kept
Q9BVS4,552,,,,,False,True,kept
P30519,316,,,,,False,True,kept
P37136,614,,,,,False,True,kept
P29477,1144,True,False,True,1084.0,True,False,dropped: binding site beyond 1022 aa
Q9NY64,477,,,,,False,True,kept
P50482,809,,,,,False,True,kept
Q92206,496,,,,,False,True,kept
P23280,308,,,,,False,True,kept
Q30W70,846,,,,,False,True,kept
Q7T3S7,136,,,,,False,True,kept
Q99N23,324,,,,,False,True,kept
P08543,1137,True,True,False,968.0,True,True,kept
P21555,382,,,,,False,True,kept
P54098,1239,True,False,True,1135.0,True,False,dropped: binding site beyond 1022 aa
P0A9A6,383,,,,,False,True,kept
Q16665,826,,,,,False,True,kept
P18669,254,,,,,False,True,kept
P52270,251,,,,,False,True,kept
P43870,300,,,,,False,True,kept
A4XI97,676,,,,,False,True,kept
Q965D7,230,,,,,False,True,kept
O95372,231,,,,,False,True,kept
P50570,870,,,,,False,True,kept
P07374,840,,,,,False,True,kept
P08538,468,,,,,False,True,kept
P69834,302,,,,,False,True,kept
Q9UHC3,531,,,,,False,True,kept
Q64077,402,,,,,False,True,kept
P9WQA3,344,,,,,False,True,kept
O94759,1503,True,False,True,1487.0,True,False,dropped: binding site beyond 1022 aa
P00691,659,,,,,False,True,kept
P14410,1827,True,False,True,1500.0,True,False,dropped: binding site beyond 1022 aa
Q8X225,331,,,,,False,True,kept
P22460,613,,,,,False,True,kept
Q86U86,1689,False,,,,True,False,dropped: no UniProt annotation
P70453,456,,,,,False,True,kept
P9WQD7,417,,,,,False,True,kept
Q02485,1850,True,True,False,1014.0,True,True,kept
Q79EC5,103,,,,,False,True,kept
A0A143MHK7,340,,,,,False,True,kept
Q8MI13,119,,,,,False,True,kept
Q02241,960,,,,,False,True,kept
O88766,466,,,,,False,True,kept
O42275,633,,,,,False,True,kept
Q9P8R0,515,,,,,False,True,kept
Q9Y466,385,,,,,False,True,kept
Q9NY59,655,,,,,False,True,kept
P35813,382,,,,,False,True,kept
P0A6I6,159,,,,,False,True,kept
O75475,530,,,,,False,True,kept
Q8IZX4,1826,False,,,,True,False,dropped: no UniProt annotation
P11168,524,,,,,False,True,kept
P51649,535,,,,,False,True,kept
Q9GZV3,580,,,,,False,True,kept
P02699,348,,,,,False,True,kept
P24752,427,,,,,False,True,kept
Q9HBA0,871,,,,,False,True,kept
P0A0H2,243,,,,,False,True,kept
P48549,501,,,,,False,True,kept
P06873,384,,,,,False,True,kept
P24053,390,,,,,False,True,kept
Q31945,69,,,,,False,True,kept
O52691,227,,,,,False,True,kept
Q9NS86,450,,,,,False,True,kept
P70605,732,,,,,False,True,kept
O09114,189,,,,,False,True,kept
O75608,230,,,,,False,True,kept
P51647,501,,,,,False,True,kept
P09417,244,,,,,False,True,kept
Q13574,928,,,,,False,True,kept
Q9BPW9,319,,,,,False,True,kept
Q96GX5,879,,,,,False,True,kept
Q04844,493,,,,,False,True,kept
P09811,850,,,,,False,True,kept
P24855,282,,,,,False,True,kept
P20393,614,,,,,False,True,kept
Q924U1,396,,,,,False,True,kept
P60510,307,,,,,False,True,kept
P08104,1951,False,,,,True,False,dropped: no UniProt annotation
Q8JXU8,231,,,,,False,True,kept
P57771,180,,,,,False,True,kept
Q28641,1938,True,True,False,179.0,True,True,kept
Q9YQ30,99,,,,,False,True,kept
Q9UHC9,1359,False,,,,True,False,dropped: no UniProt annotation
Q61263,540,,,,,False,True,kept
P00166,160,,,,,False,True,kept
P07288,261,,,,,False,True,kept
Q96RU8,372,,,,,False,True,kept
P60568,153,,,,,False,True,kept
Q0VD19,625,,,,,False,True,kept
P28336,390,,,,,False,True,kept
P28715,1186,True,True,False,861.0,True,True,kept
P04401,133,,,,,False,True,kept
Q05754,620,,,,,False,True,kept
P0ACC7,456,,,,,False,True,kept
P0ABZ6,428,,,,,False,True,kept
P23415,457,,,,,False,True,kept
Q9Y5S1,764,,,,,False,True,kept
Q9Y508,228,,,,,False,True,kept
A4GTP0,241,,,,,False,True,kept
P05186,524,,,,,False,True,kept
P09488,218,,,,,False,True,kept
P50233,400,,,,,False,True,kept
P11884,519,,,,,False,True,kept
Q9EQU3,1032,True,True,False,208.0,True,True,kept
P04293,1235,False,,,,True,False,dropped: no UniProt annotation
P46937,504,,,,,False,True,kept
Q9H9Z2,209,,,,,False,True,kept
P32241,457,,,,,False,True,kept
Q03405,335,,,,,False,True,kept
O35049,655,,,,,False,True,kept
Q5XJA0,369,,,,,False,True,kept
C5ISA2,448,,,,,False,True,kept
P68402,229,,,,,False,True,kept
P14618,531,,,,,False,True,kept
P9WHH1,335,,,,,False,True,kept
G4WW85,512,,,,,False,True,kept
P61812,414,,,,,False,True,kept
Q92905,334,,,,,False,True,kept
O00167,538,,,,,False,True,kept
Q16853,763,,,,,False,True,kept
P03905,459,,,,,False,True,kept
P18337,372,,,,,False,True,kept
P54493,507,,,,,False,True,kept
Q99707,1265,True,False,True,1227.0,True,False,dropped: binding site beyond 1022 aa
Q8SPQ9,604,,,,,False,True,kept
P55058,493,,,,,False,True,kept
Q99788,373,,,,,False,True,kept
Q62666,530,,,,,False,True,kept
P25911,512,,,,,False,True,kept
P24864,410,,,,,False,True,kept
Q00024,568,,,,,False,True,kept
Q5TIX5,86,,,,,False,True,kept
P51575,399,,,,,False,True,kept
P16298,524,,,,,False,True,kept
Q9DDV6,191,,,,,False,True,kept
Q9WTU3,1978,True,True,False,937.0,True,True,kept
Q12791,1236,True,True,False,1020.0,True,True,kept
P9WGY9,1178,False,,,,True,False,dropped: no UniProt annotation
Q8WU08,396,,,,,False,True,kept
C0HJB3,981,,,,,False,True,kept
Q28969,1205,True,False,True,1091.0,True,False,dropped: binding site beyond 1022 aa
P05023,1023,True,True,False,721.0,True,True,kept
P09660,494,,,,,False,True,kept
Q6UB75,92,,,,,False,True,kept
Q05193,864,,,,,False,True,kept
P04545,194,,,,,False,True,kept
P40925,334,,,,,False,True,kept
Q9BE41,1940,True,True,False,179.0,True,True,kept
P61081,183,,,,,False,True,kept
Q9Y006,451,,,,,False,True,kept
P22985,1331,True,False,True,1261.0,True,False,dropped: binding site beyond 1022 aa
P23795,613,,,,,False,True,kept
Q08050,763,,,,,False,True,kept
Q86TP1,453,,,,,False,True,kept
Q8IV08,490,,,,,False,True,kept
P42229,794,,,,,False,True,kept
P21139,1040,True,True,False,576.0,True,True,kept
O14649,394,,,,,False,True,kept
O15438,1527,True,False,True,1323.0,True,False,dropped: binding site beyond 1022 aa
P0DPI1,1296,True,True,False,262.0,True,True,kept
P05183,504,,,,,False,True,kept
Q16647,500,,,,,False,True,kept
A7XBP7,516,,,,,False,True,kept
P28562,367,,,,,False,True,kept
Q8R455,1104,True,True,False,802.0,True,True,kept
Q9X9I8,434,,,,,False,True,kept
Q42840,391,,,,,False,True,kept
P48748,352,,,,,False,True,kept
P60472,253,,,,,False,True,kept
G2YM83,227,,,,,False,True,kept
O00487,310,,,,,False,True,kept
O00519,579,,,,,False,True,kept
D3Z7P3,674,,,,,False,True,kept
O95069,426,,,,,False,True,kept
A0MJA5,1332,False,,,,True,False,dropped: no UniProt annotation
P03206,245,,,,,False,True,kept
A0A2P2HJL8,513,,,,,False,True,kept
P47713,748,,,,,False,True,kept
Q99504,573,,,,,False,True,kept
P9WIC1,105,,,,,False,True,kept
Q9TV63,1939,True,True,False,179.0,True,True,kept
Q4G017,1502,False,,,,True,False,dropped: no UniProt annotation
Q15758,541,,,,,False,True,kept
P26431,820,,,,,False,True,kept
Q9NFS5,321,,,,,False,True,kept
P57058,714,,,,,False,True,kept
Q9NP77,194,,,,,False,True,kept
Q9Y2I1,1504,False,,,,True,False,dropped: no UniProt annotation
Q86W56,976,,,,,False,True,kept
O15554,427,,,,,False,True,kept
Q9UNH5,594,,,,,False,True,kept
P33302,1511,True,True,False,905.0,True,True,kept
O35078,346,,,,,False,True,kept
P24046,479,,,,,False,True,kept
Q9I9R4,198,,,,,False,True,kept
O50979,449,,,,,False,True,kept
P14423,146,,,,,False,True,kept
P06026,393,,,,,False,True,kept
P10586,1907,True,False,True,1839.0,True,False,dropped: binding site beyond 1022 aa
P38936,164,,,,,False,True,kept
P04799,513,,,,,False,True,kept
P16551,708,,,,,False,True,kept
Q94661,622,,,,,False,True,kept
Q9Y3C6,166,,,,,False,True,kept
P20831,889,,,,,False,True,kept
Q27686,499,,,,,False,True,kept
P9WNV1,691,,,,,False,True,kept
P28571,692,,,,,False,True,kept
Q3TRM4,1355,True,False,True,1114.0,True,False,dropped: binding site beyond 1022 aa
P28088,441,,,,,False,True,kept
Q9NWH9,1034,False,,,,True,False,dropped: no UniProt annotation
P29319,983,,,,,False,True,kept
Q00496,1251,True,True,False,251.0,True,True,kept
P9WQD9,416,,,,,False,True,kept
P35173,103,,,,,False,True,kept
P29465,1165,False,,,,True,False,dropped: no UniProt annotation
Q9UBY0,812,,,,,False,True,kept
Q6PRC7,441,,,,,False,True,kept
P51685,355,,,,,False,True,kept
P28471,552,,,,,False,True,kept
B0K020,108,,,,,False,True,kept
P00697,148,,,,,False,True,kept
P04271,92,,,,,False,True,kept
Q06000,474,,,,,False,True,kept
P03355,1738,True,False,True,1514.0,True,False,dropped: binding site beyond 1022 aa
O95747,527,,,,,False,True,kept
Q9UI32,602,,,,,False,True,kept
P44432,262,,,,,False,True,kept
P01031,1676,False,,,,True,False,dropped: no UniProt annotation
Q9HBY0,568,,,,,False,True,kept
O70344,671,,,,,False,True,kept
P0A953,406,,,,,False,True,kept
O15303,877,,,,,False,True,kept
Q9H7M9,311,,,,,False,True,kept
P16066,1061,True,True,False,118.0,True,True,kept
A1YYP7,431,,,,,False,True,kept
Q60457,546,,,,,False,True,kept
Q5FVF5,210,,,,,False,True,kept
Q8IL11,605,,,,,False,True,kept
P36633,746,,,,,False,True,kept
O60733,806,,,,,False,True,kept
Q869C3,737,,,,,False,True,kept
P15709,284,,,,,False,True,kept
Q15750,504,,,,,False,True,kept
Q9IQ47,716,,,,,False,True,kept
P14867,456,,,,,False,True,kept
Q8K3T4,300,,,,,False,True,kept
Q96BZ4,506,,,,,False,True,kept
P43219,455,,,,,False,True,kept
P07872,661,,,,,False,True,kept
B5THE3,1818,False,,,,True,False,dropped: no UniProt annotation
P26433,831,,,,,False,True,kept
P09610,887,,,,,False,True,kept
P46934,1319,True,False,True,1286.0,True,False,dropped: binding site beyond 1022 aa
Q9NNX6,404,,,,,False,True,kept
Q9I8D0,838,,,,,False,True,kept
Q99028,186,,,,,False,True,kept
P19838,968,,,,,False,True,kept
A0A2S9PM60,871,,,,,False,True,kept
P50391,375,,,,,False,True,kept
Q6URW6,2000,True,True,False,194.0,True,True,kept
P49116,596,,,,,False,True,kept
Q14188,446,,,,,False,True,kept
O95760,270,,,,,False,True,kept
O60993,652,,,,,False,True,kept
P05659,1509,True,True,False,182.0,True,True,kept
P63146,152,,,,,False,True,kept
Q9NY97,397,,,,,False,True,kept
Q16558,191,,,,,False,True,kept
Q9QUK6,835,,,,,False,True,kept
O88319,424,,,,,False,True,kept
P43166,264,,,,,False,True,kept
Q9Z0J4,1429,True,False,True,1400.0,True,False,dropped: binding site beyond 1022 aa
P0C1U9,800,,,,,False,True,kept
Q9NRW4,184,,,,,False,True,kept
O09127,1004,,,,,False,True,kept
P03359,1687,True,False,True,1464.0,True,False,dropped: binding site beyond 1022 aa
P01911,266,,,,,False,True,kept
P29473,1205,True,False,True,1091.0,True,False,dropped: binding site beyond 1022 aa
Q8NET8,790,,,,,False,True,kept
O32393,1202,True,False,True,1061.0,True,False,dropped: binding site beyond 1022 aa
P22437,602,,,,,False,True,kept
P00970,487,,,,,False,True,kept
P35580,1976,True,True,False,178.0,True,True,kept
P00689,508,,,,,False,True,kept
Q9BDP5,275,,,,,False,True,kept
Q9NY47,1150,True,True,False,301.0,True,True,kept
Q96Q89,1820,True,True,False,152.0,True,True,kept
P35575,357,,,,,False,True,kept
P15692,395,,,,,False,True,kept
P28340,1107,True,False,True,1076.0,True,False,dropped: binding site beyond 1022 aa
Q9NQA5,729,,,,,False,True,kept
P57764,484,,,,,False,True,kept
Q5TCQ9,1481,True,True,False,121.0,True,True,kept
O97554,606,,,,,False,True,kept
P26045,913,,,,,False,True,kept
Q8VBX1,493,,,,,False,True,kept
O02768,604,,,,,False,True,kept
P02829,709,,,,,False,True,kept
Q92519,343,,,,,False,True,kept
P14925,976,,,,,False,True,kept
Q63881,630,,,,,False,True,kept
Q13115,394,,,,,False,True,kept
P48764,834,,,,,False,True,kept
P19835,753,,,,,False,True,kept
Q9Y5K2,254,,,,,False,True,kept
Q9Y745,436,,,,,False,True,kept
P0A070,191,,,,,False,True,kept
P10111,164,,,,,False,True,kept
O86309,275,,,,,False,True,kept
Q9HC29,1040,True,True,False,603.0,True,True,kept
Q12840,1032,True,True,False,86.0,True,True,kept
P9WG47,838,,,,,False,True,kept
P43711,316,,,,,False,True,kept
P30191,453,,,,,False,True,kept
P43354,598,,,,,False,True,kept
A0MJA4,1325,False,,,,True,False,dropped: no UniProt annotation
P29703,316,,,,,False,True,kept
P49795,217,,,,,False,True,kept
Q9UUZ4,747,,,,,False,True,kept
O00482,541,,,,,False,True,kept
P13807,737,,,,,False,True,kept
Q16828,381,,,,,False,True,kept
P79293,1935,True,True,False,178.0,True,True,kept
P00599,118,,,,,False,True,kept
P03420,574,,,,,False,True,kept
O02853,191,,,,,False,True,kept
Q9HUY3,279,,,,,False,True,kept
P11413,515,,,,,False,True,kept
P48763,813,,,,,False,True,kept
P00636,338,,,,,False,True,kept
A0A024AXB9,66,,,,,False,True,kept
P15907,406,,,,,False,True,kept
Q01237,887,,,,,False,True,kept
P35579,1960,True,True,False,174.0,True,True,kept
Q8KHJ3,310,,,,,False,True,kept
O95563,127,,,,,False,True,kept
O78750,227,,,,,False,True,kept
P17865,382,,,,,False,True,kept
A5Z1V5,382,,,,,False,True,kept
P42225,749,,,,,False,True,kept
O75106,756,,,,,False,True,kept
O62664,600,,,,,False,True,kept
P9WI55,162,,,,,False,True,kept
P0A8V2,1342,False,,,,True,False,dropped: no UniProt annotation
Q63531,735,,,,,False,True,kept
F1MN93,757,,,,,False,True,kept
P00623,138,,,,,False,True,kept
Q9ERZ8,871,,,,,False,True,kept
P26572,445,,,,,False,True,kept
P09884,1462,True,False,True,1374.0,True,False,dropped: binding site beyond 1022 aa
P01584,269,,,,,False,True,kept
P17301,1181,True,True,False,635.0,True,True,kept
Q14376,348,,,,,False,True,kept
Q6T3U3,1331,False,,,,True,False,dropped: no UniProt annotation
P35713,384,,,,,False,True,kept
Q16827,1216,True,False,True,1180.0,True,False,dropped: binding site beyond 1022 aa
P04292,1235,False,,,,True,False,dropped: no UniProt annotation
P0C1S8,567,,,,,False,True,kept
A4HSF7,491,,,,,False,True,kept
O08703,162,,,,,False,True,kept
P9WKK7,428,,,,,False,True,kept
Q15678,1187,True,False,True,1165.0,True,False,dropped: binding site beyond 1022 aa
I3LVF1,370,,,,,False,True,kept
O00429,736,,,,,False,True,kept
Q9D8T2,487,,,,,False,True,kept
P25023,396,,,,,False,True,kept
G1C7A4,798,,,,,False,True,kept
P07148,127,,,,,False,True,kept
A0JN73,1002,,,,,False,True,kept
Q62976,1209,True,True,False,994.0,True,True,kept
Q9HUN3,464,,,,,False,True,kept
Q969V1,340,,,,,False,True,kept
P15445,119,,,,,False,True,kept
P10696,532,,,,,False,True,kept
P69913,61,,,,,False,True,kept
Q6J4K2,584,,,,,False,True,kept
Q62413,1035,True,True,False,797.0,True,True,kept
P51659,736,,,,,False,True,kept
Q02440,1829,True,True,False,163.0,True,True,kept
Q9Y6Y9,160,,,,,False,True,kept
P05187,535,,,,,False,True,kept
P10619,480,,,,,False,True,kept
Q08257,329,,,,,False,True,kept
Q9Y237,131,,,,,False,True,kept
Q9H1R2,295,,,,,False,True,kept
O62698,604,,,,,False,True,kept
P14735,1019,,,,,False,True,kept
P12807,692,,,,,False,True,kept
P01106,454,,,,,False,True,kept
P25462,423,,,,,False,True,kept
P11348,241,,,,,False,True,kept
Q9TT92,207,,,,,False,True,kept
P15319,239,,,,,False,True,kept
P09923,528,,,,,False,True,kept
O15492,202,,,,,False,True,kept
Q8HXG6,141,,,,,False,True,kept
Q62600,1202,True,False,True,1088.0,True,False,dropped: binding site beyond 1022 aa
Q9Y265,456,,,,,False,True,kept
P02675,491,,,,,False,True,kept
Q9BZM1,189,,,,,False,True,kept
O60602,858,,,,,False,True,kept
Q2Q167,126,,,,,False,True,kept
Q9Z2V5,1149,True,False,True,1120.0,True,False,dropped: binding site beyond 1022 aa
Q15067,660,,,,,False,True,kept
Q9X721,1118,True,False,True,1040.0,True,False,dropped: binding site beyond 1022 aa
Q9H2X3,399,,,,,False,True,kept
P15387,857,,,,,False,True,kept
P46406,333,,,,,False,True,kept
Q7TQM4,524,,,,,False,True,kept
P0DTC2,1273,False,,,,True,False,dropped: no UniProt annotation
P97480,510,,,,,False,True,kept
Q16798,604,,,,,False,True,kept
P11274,1271,False,,,,True,False,dropped: no UniProt annotation
Q9AQH7,466,,,,,False,True,kept
P0DB00,324,,,,,False,True,kept
Q9UKV8,859,,,,,False,True,kept
O88508,908,,,,,False,True,kept
P31152,587,,,,,False,True,kept
Q3UP87,265,,,,,False,True,kept
P48050,445,,,,,False,True,kept
P28827,1452,True,False,True,1389.0,True,False,dropped: binding site beyond 1022 aa
O15355,546,,,,,False,True,kept
O60704,377,,,,,False,True,kept
Q06518,1147,True,False,True,1087.0,True,False,dropped: binding site beyond 1022 aa
P32302,372,,,,,False,True,kept
P49917,911,,,,,False,True,kept
P10236,1058,False,,,,True,False,dropped: no UniProt annotation
Q15256,657,,,,,False,True,kept
Q9UGI6,731,,,,,False,True,kept
P10584,327,,,,,False,True,kept
Q86YI8,300,,,,,False,True,kept
A9QW74,594,,,,,False,True,kept
P9WKK6,428,,,,,False,True,kept
P00395,513,,,,,False,True,kept
P05030,918,,,,,False,True,kept
O75419,566,,,,,False,True,kept
A4D1B5,854,,,,,False,True,kept
Q8WYN0,398,,,,,False,True,kept
P29804,389,,,,,False,True,kept
Q9Y2D0,317,,,,,False,True,kept
Q4QKG6,625,,,,,False,True,kept
Q8S3J0,583,,,,,False,True,kept
P31644,462,,,,,False,True,kept
P68890,100,,,,,False,True,kept
Q8NBP7,692,,,,,False,True,kept
P27487,766,,,,,False,True,kept
Q12884,760,,,,,False,True,kept
P06278,512,,,,,False,True,kept
O35240,533,,,,,False,True,kept
O14980,1071,False,,,,True,False,dropped: no UniProt annotation
P35560,391,,,,,False,True,kept
A6XA80,150,,,,,False,True,kept
Q13002,908,,,,,False,True,kept
O60282,957,,,,,False,True,kept
Q03137,986,,,,,False,True,kept
P16885,1265,True,True,False,372.0,True,True,kept
Q13332,1948,True,False,True,1880.0,True,False,dropped: binding site beyond 1022 aa
P10820,554,,,,,False,True,kept
Q16762,297,,,,,False,True,kept
P14740,767,,,,,False,True,kept
P04631,92,,,,,False,True,kept
P35355,604,,,,,False,True,kept
P02511,175,,,,,False,True,kept
P48163,572,,,,,False,True,kept
P78348,528,,,,,False,True,kept
O43739,400,,,,,False,True,kept
P63151,447,,,,,False,True,kept
P0DPD6,811,,,,,False,True,kept
P09252,1194,False,,,,True,False,dropped: no UniProt annotation
Q07812,192,,,,,False,True,kept
Q9ESG6,338,,,,,False,True,kept
Q14761,206,,,,,False,True,kept
Q5R387,149,,,,,False,True,kept
P26439,372,,,,,False,True,kept
P27482,149,,,,,False,True,kept
Q9Z148,1263,True,False,True,1228.0,True,False,dropped: binding site beyond 1022 aa
P51787,676,,,,,False,True,kept
O08590,763,,,,,False,True,kept
Q13107,963,,,,,False,True,kept
P07327,375,,,,,False,True,kept
Q9UGC6,210,,,,,False,True,kept
P9WN95,379,,,,,False,True,kept
P06685,1023,True,True,False,721.0,True,True,kept
P03354,1603,True,False,True,1437.0,True,False,dropped: binding site beyond 1022 aa
P47869,451,,,,,False,True,kept
A0A060INS8,335,,,,,False,True,kept
O15455,904,,,,,False,True,kept
O95259,989,,,,,False,True,kept
P70579,908,,,,,False,True,kept
Q6RY99,512,,,,,False,True,kept
Q9Y336,463,,,,,False,True,kept
P12314,374,,,,,False,True,kept
P48048,391,,,,,False,True,kept
P0C264,359,,,,,False,True,kept
P70627,752,,,,,False,True,kept
Q8NEC5,780,,,,,False,True,kept
P81123,81,,,,,False,True,kept
P46019,1235,False,,,,True,False,dropped: no UniProt annotation
P68795,313,,,,,False,True,kept
P10686,1290,True,True,False,380.0,True,True,kept
O95436,690,,,,,False,True,kept
O15770,546,,,,,False,True,kept
Q45614,611,,,,,False,True,kept
P0CP75,637,,,,,False,True,kept
Q62172,648,,,,,False,True,kept
Q8BLA8,1125,True,False,True,1048.0,True,False,dropped: binding site beyond 1022 aa
Q96T60,521,,,,,False,True,kept
Q10283,1053,True,True,False,1022.0,True,True,kept
P30306,576,,,,,False,True,kept
Q70I53,369,,,,,False,True,kept
P23921,792,,,,,False,True,kept
P26927,711,,,,,False,True,kept
P19969,464,,,,,False,True,kept
P05866,90,,,,,False,True,kept
Q15904,470,,,,,False,True,kept
P00640,326,,,,,False,True,kept
P05113,134,,,,,False,True,kept
Q9NZQ8,1165,True,True,False,1003.0,True,True,kept
Q9UM81,1502,False,,,,True,False,dropped: no UniProt annotation
O43526,872,,,,,False,True,kept
P01282,170,,,,,False,True,kept
P19235,508,,,,,False,True,kept
P01011,423,,,,,False,True,kept
P0DOF8,97,,,,,False,True,kept
Q15788,1441,False,,,,True,False,dropped: no UniProt annotation
Q8IKU0,910,,,,,False,True,kept
P30281,292,,,,,False,True,kept
P01008,464,,,,,False,True,kept
Q01102,768,,,,,False,True,kept
O95619,227,,,,,False,True,kept
P06881,128,,,,,False,True,kept
Q6R3M4,717,,,,,False,True,kept
Q9H792,1746,False,,,,True,False,dropped: no UniProt annotation
P25786,263,,,,,False,True,kept
P0A0I7,238,,,,,False,True,kept
O88457,1765,False,,,,True,False,dropped: no UniProt annotation
Q8ZMF7,159,,,,,False,True,kept
G7N604,595,,,,,False,True,kept
P18434,290,,,,,False,True,kept
Q8CJ44,572,,,,,False,True,kept
P06804,235,,,,,False,True,kept
Q8TDV5,335,,,,,False,True,kept
Q9Y478,270,,,,,False,True,kept
Q3S5C3,105,,,,,False,True,kept
Q09470,495,,,,,False,True,kept
O75306,463,,,,,False,True,kept
Q7YWJ9,692,,,,,False,True,kept
O34483,310,,,,,False,True,kept
P54763,986,,,,,False,True,kept
P11801,424,,,,,False,True,kept
O19067,243,,,,,False,True,kept
Q9R1M7,1135,True,True,False,845.0,True,True,kept
P20848,421,,,,,False,True,kept
P60843,406,,,,,False,True,kept
Q16549,785,,,,,False,True,kept
Q13507,921,,,,,False,True,kept
P97321,761,,,,,False,True,kept
Q39829,18,,,,,False,True,kept
O95251,611,,,,,False,True,kept
Q9BXM7,581,,,,,False,True,kept
Q673L6,1125,True,True,False,862.0,True,True,kept
P36400,443,,,,,False,True,kept
